,idx,Text,assigned_category,model_probability,keywords,reasoning
875,506,"Program Name: Minerals & Mining Projects (BIA)
Agency: Department of the Interior
Mission/Purpose: Conservation and land management
Program Description: The Minerals and Mining program promotes and provides technical assistance for the management of renewable energy, conventional energy, and mineral resources.
Recipients: Indian/Native American Tribal Government; U.S. Federal Government
Beneficiaries: Federally Recognized Indian Tribal Governments",,0.0,[],"The program description does not mention any activities related to human health, let alone activities outside of the United States. The focus of the program is on conservation, land management, and the management of renewable energy, conventional energy, and mineral resources. These activities do not align with the definition of the 'Global Health' category, which is focused on supporting human health-related activities in countries outside of the United States."
876,507,"Program Name: National Cooperative Geologic Mapping Program - EDMAP (STEM Education) (USGS)
Agency: Department of the Interior
Mission/Purpose: Other natural resources
Program Description: EDMAP is mentor-guided program designed to teach students geologic mapping techniques through rigorous field mapping. Although individual projects last for only one year, they may build upon the results of previous years' efforts. EDMAP geology professors and their students frequently work closely with State and Federal geologists.
Recipients: U.S. Federal Government; U.S. State Government (including the District of Columbia)
Beneficiaries: Federal; Scientist /Researchers; Anyone/General public; U.S. Territories; Other public institution/organization; Public nonprofit institution/organization; Local; State",,0.0,[],"The program description does not mention any activities related to human health, let alone activities outside of the United States. The focus of the program is on geologic mapping techniques, which does not align with the 'Global Health' category definition."
877,517,"Program Name: Public Safety & Justice Employee Housing (BIA)
Agency: Department of the Interior
Mission/Purpose: Area and regional development
Program Description: The Public Safety and Justice (PS&J) Employee Housing program under the Bureau of Indian Affairs has focused on building new housing, primarily at locations where new tribal detention centers have been built. Priority is given to locations considered by the Office of Justice Services as areas with high crime rates that require increased law enforcement officials and detention center staff presence and have limited housing stock available because of the remote location of the Indian reservations. The availability of housing is one of the necessary components in recruitment and retention of PS&J staff. The proximity of these houses enables officers to respond quickly and effectively to emergencies.
Employee quarters are constructed using an approved standard design that meets all BIA building codes including the health and safety standards. This approach accelerates the preliminary design review and acceptance process. Variation in final project costs come from local housing market variations as well as site development and site utility expansion.

Recipients: U.S. Federal Government
Beneficiaries: Federally Recognized Indian Tribal Governments; Federal",,0.0,[],"The program description does not provide any evidence that it fits into the 'Global Health' category. The program is focused on housing for public safety and justice employees in the United States, specifically in Indian reservations. It does not involve any health-related activities in countries outside of the United States, nor does it have the explicit goal of supporting such activities. Therefore, it does not meet the criteria for the 'Global Health' category."
878,537,"Program Name: Trust - Real Estate Services Oversight (BIA)
Agency: Department of the Interior
Mission/Purpose: Area and regional development
Program Description: Central Office staff formulates Real Estate Services policy; performs oversight reviews; evaluates the effectiveness of regional real estate functions; administers appeals; and reviews and approves HEARTH Act regulations and reservation proclamations.  The program manages the acceptance of real estate on behalf of tribes under the Base Closure and Realignment Act and the Federal Property and Administrative Services Act.  Real Estate Services staff also process waivers for real estate regulations; review and make recommendations for highly controversial real estate transactions; and develop regulations and policies affecting trust lands and resources.  Real Estate Services staff coordinate national training and the development of resources for field staff.  In addition, the program also provides assistance in the development and utilization of trust and restricted Federal Indian-owned lands, including acquisitions, disposals, tenure of land, rights-of-way, surface and mineral permits, mineral leasing, and sales of leases.  The program also provides guidance and implementation in the development of the system of record (TAAMS), in standardizing the data entry, and the utilization of the system by the field.  Real Estate Services is the primary source of national data and information regarding Indian lands.

Within the 12 regional offices of IA, there are Real Estate Services programs that protect, maintain and preserve the integrity of trust lands and trust resources.  Regional offices provide policy directions, technical assistance, training, administrative review and monitoring in the evaluation of the agency real property operations.
Recipients: U.S. Federal Government
Beneficiaries: Federally Recognized Indian Tribal Governments",,0.0,[],"The program description does not mention any activities related to supporting human health-related activities in countries outside of the United States. The program's focus is on real estate services, policy formulation, oversight reviews, and the management of real estate on behalf of tribes. It does not align with the 'Global Health' category definition."
879,543,"Program Name: Welfare Assistance - TPA (BIA)
Agency: Department of the Interior
Mission/Purpose: Area and regional development
Program Description: The Bureau of Indian Affairs' Welfare Assistance program traditionally offers five types of secondary assistance: General Assistance, Child Care Assistance, Non-Medical Institutional or Custodial Care of Adults, Burial Assistance, and Emergency Assistance.
Recipients: Indian/Native American Tribal Government; Individual
Beneficiaries: Federally Recognized Indian Tribal Governments; American Indian",,0.0,[],"The program description does not mention any health-related activities, let alone those that are focused on countries outside of the United States. The program is focused on providing welfare assistance to Indian/Native American Tribal Governments and individuals, which does not align with the 'Global Health' category definition."
880,546,"Program Name: Coronavirus Relief Fund
Agency: Department of the Treasury
Mission/Purpose: General purpose fiscal assistance
Program Description: Through the Coronavirus Relief Fund, Treasury provided payments to State, Local, and Tribal governments navigating the impact of the COVID-19 outbreak.
Recipients: U.S. State Government (including the District of Columbia); Indian/Native American Tribal Government; Domestic Local Government (includes territories unless otherwise specified)
Beneficiaries: Federally Recognized Indian Tribal Governments; U.S. Territories; Local; State",,0.0,[],"The program description does not provide any evidence that it supports human health-related activities in countries outside of the United States. The Coronavirus Relief Fund is aimed at providing fiscal assistance to State, Local, and Tribal governments within the United States to navigate the impact of the COVID-19 outbreak. Therefore, it does not meet the criteria for the 'Global Health' category."
881,549,"Program Name: FAA - Airport Improvement Program (Discretionary)
Agency: Department of Transportation
Mission/Purpose: Air transportation
Program Description: The Airport Improvement Program (AIP) provides grants to public agencies — and, in some cases, to private owners and entities — for the planning and development of public-use airports that are included in the National Plan of Integrated Airport Systems (NPIAS).
Recipients: U.S. State Government (including the District of Columbia); Indian/Native American Tribal Government; Public/State Controlled Institution; Special District Governments or Interstate; Domestic Local Government (includes territories unless otherwise specified)
Beneficiaries: State; Rural; Suburban; Other Urban; Major Metropolis (over 250,000); Anyone/General public; Quasi-public nonprofit organization; U.S. Territories; Federally Recognized Indian Tribal Governments; Other public institution/organization; Sponsored Organization; Local",,0.0,[],"The program description does not mention any health-related activities, nor does it mention any activities taking place outside of the United States. The focus of the program is on improving airports within the United States, which does not align with the definition of the 'Global Health' category."
882,550,"Program Name: FAA - Airport Improvement Program (Formula)
Agency: Department of Transportation
Mission/Purpose: Air transportation
Program Description: The Airport Improvement Program (AIP) provides grants to public agencies — and, in some cases, to private owners and entities — for the planning and development of public-use airports that are included in the National Plan of Integrated Airport Systems (NPIAS).
Recipients: U.S. State Government (including the District of Columbia); Indian/Native American Tribal Government; Public/State Controlled Institution; Special District Governments or Interstate; Domestic Local Government (includes territories unless otherwise specified)
Beneficiaries: State; Rural; Suburban; Other Urban; Major Metropolis (over 250,000); Anyone/General public; Quasi-public nonprofit organization; U.S. Territories; Federally Recognized Indian Tribal Governments; Other public institution/organization; Sponsored Organization; Local",,0.0,[],"The program description does not mention any activities related to health, let alone global health. The focus of the program is on improving airports, which is unrelated to health. The beneficiaries are also not health-related entities or individuals, but rather various types of governments and organizations. Therefore, there are no clues in the program description that match the 'Global Health' category definition."
883,563,"Program Name: FHWA Intelligent Transportation Systems Program
Agency: Department of Transportation
Mission/Purpose: Ground transportation
Program Description: The Intelligent Transportation Systems (ITS) Program is designed to foster innovation in transportation through the deployment of technology to enhance the efficiency, safety, and convenience of surface transportation, resulting in improved access, saved lives and time, and increased productivity. The ITS Joint Program Office (JPO) is responsible for coordinating the ITS Program and initiatives among all Department of Transportation (DOT) operating administrations. The research builds on and leverages the technology and applications developed across all modes delivering cross cutting research activities and technology transfer that support the entirety of the Department.
Recipients: Public/State Controlled Institution; For-Profit Organization; Private Educational Institution, Nonprofit; Private Educational Institution, For Profit
Beneficiaries: Intrastate; Rural; Other Urban; Major Metropolis (over 250,000); Anyone/General public; Other public institution/organization; Local; Interstate",,0.0,[],"The program description does not mention any activities related to human health, let alone activities related to human health in countries outside of the United States. The program's focus is on improving the efficiency, safety, and convenience of surface transportation, which does not align with the 'Global Health' category definition."
884,598,"Program Name: NHTSA - Highway Safety Programs
Agency: Department of Transportation
Mission/Purpose: Other transportation
Program Description: Highway Safety Program grants directly support the DOT’s efforts to promote safety by providing flexibility to States to address specific highway safety problems. States can use these grants for the following activities: alcohol, drugged and other impaired (distracted and drowsy) driving countermeasures; police traffic services; occupant protection (including child passenger safety and the dangers of heatstroke); traffic records; emergency medical services; motorcycle safety; pedestrian and bicyclist safety; speed management; and other innovative countermeasures to address emerging safety issues on America’s roads.
Recipients: Indian/Native American Tribal Government; U.S. State Government (including the District of Columbia)
Beneficiaries: Native American Organizations; U.S. Territories; Local; State",,0.0,[],"The program description does not mention any activities related to supporting human health-related activities in countries outside of the United States. The program's focus is on highway safety within the United States, which does not align with the 'Global Health' category definition."
885,607,"Program Name: Domiciliary Care for Homeless Veterans (DCHV)
Agency: Department of Veterans Affairs
Mission/Purpose: Hospital and medical care for veterans
Program Description: DCHV provides residential and clinical care to veterans with complex and co-occurring mental health and substance use disorders, medical conditions, or psychosocial needs. Veterans receive medical, psychiatric, vocational, educational, and social services to help them overcome the conditions that inhibit their exiting homelessness. The program emphasizes self-care and personal responsibility and provides long-term support throughout homeless veterans’ transition to stability and housing independence.
Recipients: U.S. Federal Government
Beneficiaries: Veteran/Service person/Reservist (including dependents)",,0.0,[],"The program description does not provide any evidence that it supports human health-related activities in countries outside of the United States. The program is focused on providing care for veterans within the United States, which does not align with the 'Global Health' category definition."
886,613,"Program Name: Indian Health Service (IHS)/Tribal Health Programs (THP) Reimbursement Agreements Program
Agency: Department of Veterans Affairs
Mission/Purpose: Hospital and medical care for veterans
Program Description: To improve access to care for American Indian and Alaska Native Veterans, VA works with the Indian Health Service (IHS) and Tribal Health Programs (THP) to reimburse the cost of care provided to eligible Veterans at IHS and local THP facilities. Through reimbursement agreements between VA and IHS/THP facilities, care is provided to Veterans closer to home in a culturally sensitive environment.
Recipients: U.S. Federal Government; Indian/Native American Tribal Government
Beneficiaries: Veteran/Service person/Reservist (including dependents); American Indian",,0.1,"['Indian Health Service (IHS)', 'Tribal Health Programs (THP)', 'Hospital and medical care for veterans', 'American Indian and Alaska Native Veterans', 'care is provided to Veterans closer to home in a culturally sensitive environment']","[""The program is focused on providing health services, which aligns with the 'Global Health' category."", 'However, the program is primarily focused on providing health services to American Indian and Alaska Native Veterans, which are groups within the United States.', 'The program does not explicitly state that it supports health-related activities in countries outside of the United States.', ""The program is not identified as 'health' under the State Department’s Foreign Assistance Standardized Program Structure and Definitions."", 'The program does not involve research activities with a primary focus and goal of supporting health activities or outcomes outside of the United States.']"
887,630,"Program Name: Infrastructure Assistance:  Alaska Native Villages
Agency: Environmental Protection Agency
Mission/Purpose: Pollution control and abatement
Program Description: The Alaska Rural and Native Village (ANV) program reduces disease and health care costs by providing critical basic drinking water and sanitation infrastructure (i.e., flushing toilets and running water) in vulnerable rural and Native Alaska communities that lack such services disproportionately when compared to the rest of the country. Alaskan rural and native water and sewer systems face not only the typical challenges associated with small system size, but also the challenging climactic and geographic conditions, such as permafrost, shortened construction seasons, and extremely remote locations.
Recipients: Indian/Native American Tribal Government
Beneficiaries: Native American Organizations",,0.0,"['reduces disease and health care costs', 'providing critical basic drinking water and sanitation infrastructure', 'vulnerable rural and Native Alaska communities']","While the program does aim to reduce disease and health care costs by providing basic drinking water and sanitation infrastructure, it is focused on communities within the United States (specifically, rural and Native Alaska communities). Therefore, it does not meet the criteria of supporting human health-related activities in countries outside of the United States."
888,634,"Program Name: People, Prosperity & the Planet-Award: A National Student Design Competition for Sustainability
Agency: Environmental Protection Agency
Mission/Purpose: Elementary, secondary, and vocational education
Program Description: EPA's P3 - People, Prosperity and the Planet – Program is a unique competition that is open to teams of college/university students working to design solutions for a sustainable future. P3 offers students hands-on experience that brings their classroom learning to life, while also allowing them to create tangible changes in their communities. This annual, two-phased research grants program challenges students to research, develop, and design innovative projects that address real world challenges involving all areas of environmental protection and public health. Phase I serves as a “proof of concept,” where teams are awarded a one-year grant of up to $25,000 to develop their idea and showcase their research in the spring at EPA's National Student Design Expo (NSDE). These teams are then eligible to compete for a Phase II grant of up to $100,000 to implement their design in a real world setting. P3 aims to foster progress towards environmental awareness by achieving the symbiotic goals of improved quality of life for all people, economic prosperity, and protection of the planet - people, prosperity and the planet.
Recipients: Individual
Beneficiaries: Public nonprofit institution/organization; Intrastate",,0.2,"['environmental protection and public health', 'improved quality of life for all people', 'protection of the planet']","While the program does mention public health and improving the quality of life for all people, it does not explicitly state that it supports human health-related activities in countries outside of the United States. The program seems to be more focused on environmental protection and sustainability, rather than health. Furthermore, the program is a competition for students in the United States, which suggests that it may not have a direct impact on global health."
889,638,"Program Name: Universal Service Fund (USF) High Cost (Connect America Fund)
Agency: Federal Communications Commission
Mission/Purpose: Other advancement of commerce
Program Description: The Universal Service High-Cost program is designed to ensure that consumers in rural, insular, and high-cost areas have access to modern communications networks capable of providing voice and broadband service, both fixed and mobile, at rates that are reasonably comparable to those in urban areas. High Cost Support (now known as the Connect America Fund) provides support to certain qualifying telephone companies that serve high-cost areas, thereby ensuring that the residents of these regions have access to reasonably comparable service at rates reasonably comparable to urban areas.
Recipients: U.S. State Government (including the District of Columbia)
Beneficiaries: Rural",,0.0,[],"The program description does not mention any health-related activities or goals, nor does it mention any activities taking place outside of the United States. The program's focus is on providing communication networks in rural and high-cost areas within the United States, which does not align with the 'Global Health' category definition."
890,642,"Program Name: Grants to States
Agency: Institute of Museum and Library Services
Mission/Purpose: Community development
Program Description: Enables libraries to serve as anchor institutions to support community revitalization through enhancing and expanding the services and resources provided by libraries.
Recipients: U.S. State Government (including the District of Columbia); Domestic Local Government (includes territories unless otherwise specified)
Beneficiaries: State; Public nonprofit institution/organization; Local; U.S. Territories",,0.0,[],"The program description does not mention any activities related to health, let alone global health. The program is focused on community development through libraries in the United States, which does not align with the definition of the 'Global Health' category. The beneficiaries are also domestic entities, not foreign ones."
891,646,"Program Name: National Leadership Grants for Museums
Agency: Institute of Museum and Library Services
Mission/Purpose: Community development
Program Description: National Leadership Grants for Museums support projects that address critical needs of the museum field and that have the potential to advance practice in the profession so that museums can improve services for the American public.
Recipients: Public/State Controlled Institution; Private Educational Institution, Nonprofit; Nonprofit with 501(c)(3) Status
Beneficiaries: Public nonprofit institution/organization; Private nonprofit institution/organization",,0.0,[],"The program description does not mention any activities related to supporting human health-related activities in countries outside of the United States. The focus of the program is on supporting projects that address critical needs of the museum field and improving services for the American public. Therefore, it does not align with the 'Global Health' category definition."
892,653,"Program Name: Advanced Exploration Systems (AES)
Agency: National Aeronautics and Space Administration
Mission/Purpose: General science and basic research
Program Description: Many planning and scheduling problems can be address (eventually) with Quantum Computing:
-	Scheduling DSN antenna time
-	Scheduling time for astronauts’ daily activities
-	Scheduling experiments with a planetary rover
-	Scheduling observations with telescopes
-	Etc.
Quantum Computers are at an early stage of development.  Work done now is needed to get quantum computing to a level of maturity where it is able to solve the above problems ‘at scale’.
Recipients: U.S. Federal Government; U.S. State Government (including the District of Columbia)
Beneficiaries: Federal",,0.0,[],"The Advanced Exploration Systems (AES) program does not match the 'Global Health' category. The program's focus is on quantum computing and its application to scheduling problems in space exploration. There is no mention of supporting human health-related activities in countries outside of the United States, which is the primary focus of the 'Global Health' category. The program is also not identified as a 'health' program under the State Department’s Foreign Assistance Standardized Program Structure and Definitions. Furthermore, the program's beneficiaries are primarily the U.S. Federal and State Governments, not foreign entities or individuals."
893,654,"Program Name: Airspace Operations and Safety Program (AOSP)
Agency: National Aeronautics and Space Administration
Mission/Purpose: Air transportation
Program Description: The current U.S. air transportation system is widely recognized to be among the safest in the world. While the Federal Aviation Administration (FAA)-led NextGen modernization effort will meet growing air traffic demand by enabling efficient passage through the increasingly crowded skies, it will come with increased operating complexity. For the U.S. to meet the public expectations for safety in this complex, dynamic domain, advanced automation technologies will be required.
Recipients: U.S. Federal Government; For-Profit Organization
Beneficiaries: Federal; Consumer; Anyone/General public; Small Business; U.S. Citizen; Profit Organization",,0.0,[],"The program description does not mention any activities related to supporting human health-related activities in countries outside of the United States. The program's focus is on air transportation and safety, not health. Furthermore, the program is primarily intended for domestic application, which is explicitly excluded from the 'Global Health' category definition."
894,655,"Program Name: Applied Sciences
Agency: National Aeronautics and Space Administration
Mission/Purpose: Space flight, research and supporting activities
Program Description: The Applied Sciences program leverages NASA Earth Science satellite measurements and new scientific knowledge to enable innovative and practical uses by public and private sector organizations. It supports near-term uses of Earth science knowledge, discovers and demonstrates new applications, facilitates adoption of applications, and builds capabilities.
Recipients: U.S. Federal Government; Private Educational Institution, Nonprofit
Beneficiaries: Anyone/General public",,0.0,[],"The program description does not mention any activities related to supporting human health-related activities in countries outside of the United States. The focus of the program is on space flight, research and supporting activities, and leveraging NASA Earth Science satellite measurements for practical uses by public and private sector organizations. There is no mention of health activities or outcomes, let alone those outside of the United States."
895,664,"Program Name: Small Business Innovation Research (SBIR) & Small Business Technology Transfer (STTR)
Agency: National Aeronautics and Space Administration
Mission/Purpose: Space flight, research and supporting activities
Program Description: NASA’s Small Business Innovation Research (SBIR) and Small Business Technology Transfer (STTR) programs leverage the Nation’s innovative small business community to support research and development in support of NASA's mission in human exploration, science, and aeronautics. In particular, this program will support NASA's Moon to Mars objectives by identifying and accelerating relevant technologies drawn from the SBIR portfolios through post Phase II awards. These programs provide the small business sector with an opportunity to develop technology for NASA and to commercialize that technology to spur economic growth.
Recipients: Public/State Controlled Institution; For-Profit Organization; Nonprofit without 501(c)(3) IRS Status; Nonprofit with 501(c)(3) Status; Private Educational Institution, Nonprofit; Private Educational Institution, For Profit
Beneficiaries: Federal; Anyone/General public; Private nonprofit institution/organization; Profit Organization; Small Business; Other public institution/organization; Public nonprofit institution/organization",,0.0,[],"The program description does not mention any activities related to supporting human health-related activities in countries outside of the United States. The primary focus of the program is on space flight, research and supporting activities, specifically in relation to NASA's mission in human exploration, science, and aeronautics. There is no mention of health activities or outcomes, let alone those outside of the United States."
896,666,"Program Name: Space Grant - National Space Grant College and Fellowship Program
Agency: National Aeronautics and Space Administration
Mission/Purpose: Research and general education aids
Program Description: Space Grant is a national network of colleges and universities. These institutions are working to expand opportunities for Americans to understand and participate in NASA's aeronautics and space projects by supporting and enhancing science and engineering education, research and public outreach efforts. The Space Grant national network includes over 850 affiliates from universities, colleges, industry, museums, science centers, and state and local agencies. These affiliates belong to one of 52 consortia in all 50 states, the District of Columbia and the Commonwealth of Puerto Rico.
Recipients: Public/State Controlled Institution; Private Educational Institution, Nonprofit
Beneficiaries: Public nonprofit institution/organization; Youth (16-21); Child (6-15); Education Professional; Minority Groups; Education (13+); Education (9-12); Education (0-8); Graduate Student; Student Trainee",,0.0,[],"The program description does not mention any activities related to supporting human health-related activities in countries outside of the United States. The program's focus is on expanding opportunities for Americans to understand and participate in NASA's aeronautics and space projects, which does not align with the 'Global Health' category definition."
897,673,"Program Name: Campus Cyber Infrastructure
Agency: National Science Foundation
Mission/Purpose: General science and basic research
Program Description: The Campus Cyberinfrastructure program invests in coordinated campus-level networking and cyberinfrastructure improvements, innovation, integration, and engineering for science applications and distributed research projects. Learning and workforce development (LWD) in cyberinfrastructure is explicitly addressed in the program. Science-driven requirements are the primary motivation for any proposed activity.
Recipients: Nonprofit with 501(c)(3) Status; For-Profit Organization; Domestic Local Government (includes territories unless otherwise specified); U.S. State Government (including the District of Columbia); Public/State Controlled Institution; Private Educational Institution, Nonprofit
Beneficiaries: Scientist /Researchers; Education (13+)",,0.0,[],"The program description does not mention any activities related to health, let alone global health. The focus of the program is on networking and cyberinfrastructure improvements for science applications and distributed research projects. There is no mention of any health-related activities or outcomes, and the program does not seem to have any explicit goal of supporting human health-related activities in countries outside of the United States."
898,681,"Program Name: Graduate Research Fellowship (GRFP)
Agency: National Science Foundation
Mission/Purpose: General science and basic research
Program Description: Graduate Research Fellowship (GRFP) recognizes and supports outstanding graduate students who are pursuing research-based master's and doctoral degrees in science and engineering. GRF provides three years of support for the graduate education of individuals who have demonstrated their potential for significant achievements in science and engineering.
Recipients: Nonprofit with 501(c)(3) Status; Public/State Controlled Institution; Private Educational Institution, Nonprofit
Beneficiaries: Graduate Student; Scientist /Researchers",,0.0,[],"The Graduate Research Fellowship (GRFP) program does not match the 'Global Health' category as it does not explicitly support human health-related activities in countries outside of the United States. The program is focused on general science and basic research in science and engineering, not specifically on health. Furthermore, there is no mention of any activities or outcomes outside of the United States."
899,686,"Program Name: Improving Undergraduate STEM Education (IUSE)
Agency: National Science Foundation
Mission/Purpose: General science and basic research
Program Description: Improving Undergraduate STEM Education (IUSE) addresses immediate challenges and opportunities that are facing undergraduate STEM education, as well as those that anticipate new structures (e.g. organizational changes, new methods for certification or credentialing, course re-conception, cyberlearning, etc.) and new functions of the undergraduate learning and teaching enterprise. The IUSE program recognizes and respects the variety of discipline-specific challenges and opportunities facing STEM faculty as they strive to incorporate results from educational research into classroom practice and work with education research colleagues and social science learning scholars to advance our understanding of effective teaching and learning.
Recipients: For-Profit Organization; U.S. Federal Government; Public/State Controlled Institution; Private Educational Institution, Nonprofit; Nonprofit with 501(c)(3) Status
Beneficiaries: Education (13+); Scientist /Researchers",,0.0,[],"The program description does not mention any activities related to supporting human health-related activities in countries outside of the United States. The focus of the program is on improving undergraduate STEM education, which does not align with the 'Global Health' category definition."
900,10,"Program Name: Coastal Field Data Collection
Agency: Corps of Engineers--Civil Works
Mission/Purpose: Water resources
Program Description: The Corps uses this funding to support the operation of a Corps research facility, a coastal observatory in Duck, North Carolina, which  measures, analyzes, and assembles long-term, high-resolution coastal ocean data sets.  More specifically, the Corps uses this funding to:

• continue this long-term coastal ocean data collection, and associated data requirements of the real-time model test bed.  These wave observation systems provide data to advance coastal wave modeling technology and coastal inundation predictions.
• continue the long-term coastal morphology survey program.  These observations provide insight to erosion, inundation, and dune resilience, and inform development of sediment transport, shoreline change, and beach morphology models.
• continue the collection of estuarine data (waves, water levels, winds, etc.) to assist in understanding sediment transport processes in estuarine environments, which supports research on various Corps activities including: re-suspension due to dredging, dredge material placement, and ecosystem restoration.


Recipients: U.S. Federal Government
Beneficiaries: State; U.S. Citizen; U.S. Territories; Local",,0.0,[],"The program description does not mention any services or support targeted towards individuals experiencing homelessness or at risk of homelessness. Instead, the program focuses on coastal field data collection, coastal ocean data sets, and related research activities."
901,14,"Program Name: Flood Plain Management Services
Agency: Corps of Engineers--Civil Works
Mission/Purpose: Water resources
Program Description: The Corps uses this funding to provide technical assistance (information, analysis, guidance) to states, tribes, and local communities that are taking, or considering, actions to improve their flood plain management, with a focus on non-structural measures, and the planning and implementation of actions at the State and local levels that reduce flood risk through wise use of floodplains.  The Corps provides this technical assistance for use in locally based planning efforts, based on the flood and flood plain concerns that the local community has identified.
Recipients: U.S. Federal Government
Beneficiaries: U.S. Territories; State; Local; U.S. Citizen",,0.0,[],"The program description does not mention any services or assistance specifically targeted towards people experiencing homelessness or at risk of homelessness. Instead, it focuses on providing technical assistance to states, tribes, and local communities for flood plain management and reducing flood risk. Therefore, it does not meet the criteria for the 'Homelessness' category."
902,21,"Program Name: National Dam Safety Program
Agency: Corps of Engineers--Civil Works
Mission/Purpose: Water resources
Program Description: The Corps uses this funding to manage its overall effort to help reduce risks of loss of life and property damage that would occur from the failure of a Corps dam.  The Corps owns 720 dams and appurtenant structures (such as saddle dams, levees, dikes that have different consequences downstream from the main dam), located at 555 of its projects.  The Corps also uses this funding to update its Dam Safety Investment Plan (DSIP), with the goal of determining short-term and long-term strategies for modification and repair of those dams in the portfolio that pose the highest risk.  The Corps uses the DSIP to evaluate the effects of each of these potential strategic investments, with the objective of reducing the overall risk of the portfolio of Corps dams in the most efficient and cost-effective manner.  The Corps also uses these funds to perform Periodic Assessments (PA) of these dams and structures; review Semi-Quantitative Risk Assessment and PA reports; review dam instrumentation; and update and publish dam safety policy and guidance.
Recipients: U.S. Federal Government
Beneficiaries: State; U.S. Citizen; U.S. Territories; Local",,0.0,[],"The National Dam Safety Program is focused on managing and reducing risks associated with dam failure. It does not target people experiencing homelessness or those at risk of homelessness. The program's beneficiaries include the U.S. Federal Government, State, U.S. Citizen, U.S. Territories, and Local, but it does not specifically target homeless populations."
903,24,"Program Name: Planning Assistance to States
Agency: Corps of Engineers--Civil Works
Mission/Purpose: Water resources
Program Description: The Corps uses this funding to provide technical assistance to states, local governments, Indian tribes, and regional and interstate water resources authorities to assist them in their water resources planning efforts.  The Corps would use the requested funds for work related to flood risk management.  The Corps also is able under this program to provide technical analysis to support a broader effort by a state, regional, or interstate authority that is evaluating options involving a range of issues across a large watershed.
Recipients: U.S. Federal Government
Beneficiaries: State; U.S. Citizen; U.S. Territories; Local",,0.0,[],"The program description does not mention any services or assistance targeted towards people experiencing homelessness or at risk of homelessness. The program is focused on providing technical assistance for water resources planning efforts, flood risk management, and technical analysis for a broader effort by a state, regional, or interstate authority. Therefore, it does not fit the 'Homelessness' category."
904,46,"Program Name: APHIS - Cooperative Agreement Assistance for plant, animal, and wildlife issues
Agency: Department of Agriculture
Mission/Purpose: Agricultural research and services
Program Description: Cooperative Agreement Assistance for plant, animal, and wildlife issues
Recipients: Indian/Native American Tribal Government; Public/State Controlled Institution
Beneficiaries: Specialized group (e.g. health professionals, students, veterans); Federally Recognized Indian Tribal Governments; Minority Groups; American Indian; Education (13+); Native American Organizations",,0.0,[],"The program description does not mention any services or assistance targeted towards people experiencing homelessness or at risk of homelessness. The program is focused on agricultural research and services, specifically for plant, animal, and wildlife issues. The recipients and beneficiaries are also not specified as homeless individuals or those at risk of homelessness."
905,65,"Program Name: FSWO OTR grants and agreements and materials and supplies
Agency: Department of Agriculture
Mission/Purpose: Conservation and land management
Program Description: Facilitate consistency and effectiveness in Forest Service program delivery to Tribes, and to institutionalize long-term consultative and collaborative relationships with tribal governments through new policy and direction.
Recipients: Indian/Native American Tribal Government
Beneficiaries: Federally Recognized Indian Tribal Governments; American Indian; Native American Organizations",,0.0,[],"The program description does not mention any services or support targeted towards people experiencing homelessness or at risk of homelessness. The program is focused on conservation, land management, and building relationships with tribal governments. Therefore, it does not fit the 'Homelessness' category."
906,76,"Program Name: NIFA - Integrated Activities - Competitive
Agency: Department of Agriculture
Mission/Purpose: Agricultural research and services
Program Description: Integrated activities include extension and research and education components.
Recipients: Indian/Native American Tribal Government; Individual; Private Educational Institution, Nonprofit; Private Educational Institution, For Profit; Public/State Controlled Institution; Domestic Local Government (includes territories unless otherwise specified)
Beneficiaries: State; Land/ Property Owner; Anyone/General public; Small Business; Specialized group (e.g. health professionals, students, veterans); Minority Groups; Individual/Family; Federally Recognized Indian Tribal Governments; Other public institution/organization; Public nonprofit institution/organization",,0.0,[],"The program description does not mention any services or activities targeted towards people experiencing homelessness or at risk of homelessness. The program's mission and purpose are focused on agricultural research and services, and its beneficiaries include a wide range of groups, none of which are specifically identified as homeless or at risk of homelessness."
907,95,"Program Name: The Emergency Food Assistance Program (TEFAP)
Agency: Department of Agriculture
Mission/Purpose: Food and nutrition assistance
Program Description: The Emergency Food Assistance Program (TEFAP) is a federal program that helps supplement the diets of low-income Americans by providing them with emergency food assistance at no cost. TEFAP provides 100% American-grown USDA Foods and administrative funds to states for distribution to eligible recipient agencies including food banks and emergency feeding organizations.
Recipients: U.S. State Government (including the District of Columbia)
Beneficiaries: Individual/Family; Local; State; Low Income; Unemployed",Homelessness,0.3,"['emergency food assistance', 'low-income Americans', 'food banks', 'emergency feeding organizations']","While the program does provide assistance to low-income individuals, which could include those experiencing homelessness, it is not fully targeted to people experiencing homelessness or at risk of homelessness. The program is more broadly aimed at low-income Americans, and it is not specified that it is specifically for those who are homeless or at risk of homelessness. Therefore, it does not meet the criteria for the 'Homelessness' category."
